FECHA DEL EVENTO;DIRECCIÓN ATENCIÓN DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;SUBCLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÍCULO;SUBCLASE DE VEHÍCULO;ÁREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÁREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Niñas;Población Expuesta Niños;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Niñas;Población Afectada Niños;Rescatados Hombres;Rescatados Mujeres;Rescatados Niñas;Rescatados Niños;Heridos Hombres;Heridos Mujeres;Heridos Niñas;Heridos Niños;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Niñas;Sin signos vitales Niños
lunes, 4 de noviembre de 2019;KR 7   ESTE 3    39 SUR ;457.880.015.000.006;-740.764.793.019.999;0:10:00;2:32:00;ME-27;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;300;100000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 4 de noviembre de 2019;KR 1A    60A    0  ;464.236.593.180.851;-740.552.961.085.213;0:12:00;1:13:00;ME-37;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;100;500;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 4 de noviembre de 2019;CL 29   SUR 2A    6  ;456.548.094.800.007;-740.933.130.359.999;0:07:00;1:37:00;ME-41;CT-11;;;;;;2;;;;;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;2;1;1;1;2;1;;;;;;;;;;;;
lunes, 4 de noviembre de 2019;CL 31   SUR 11A    70  ;457.083.677.300.005;-741.037.633.179.999;0:07:00;2:51:00;ME-44;CT-12;X-32;;;;;3;;;;;;;2;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
martes, 5 de noviembre de 2019;KR 43A    62    22 SUR ;457.275.649.500.008;-741.529.368.999.999;0:01:00;3:56:00;ME-33;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 5 de noviembre de 2019;KR 43A    21    22  ;462.975.129.134.055;-740.970.541.648.819;0:10:00;3:41:00;ME-34;MLI02;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 6 de noviembre de 2019;KR 68L    37B    61 SUR ;460.734.736.800.009;-741.380.891.949.999;0:10:00;1:11:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.1 BUS;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 6 de noviembre de 2019;           ; 4.5279129; -74.1659856;0:11:00;5:35:00;ME-33;X-47;;;;;;2;;;;;;2;2;5;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;1;1;;;1;;;;;;;;;;;;1
miércoles, 6 de noviembre de 2019;CL 94    5     ESTE ;466.698.118.500.005;-74.025.440.736;0:27:00;6:30:00;ME-37;X-41;;;;;;2;;;;;;1;1;8;;10;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;300;50000000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 6 de noviembre de 2019;TV 105    42G    0 SUR ;464.998.539.206.407;-741.812.638.442.645;0:35:00;2:17:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;INDETERMINADA;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miércoles, 6 de noviembre de 2019;AC 13    37      ;461.962.186.500.006;-740.975.727.679.999;0:07:00;1:59:00;CT-1;X-31;;;;;;2;;;;;;;1;7;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHÍCULO DE CARGA;1.2.3.1 CAMIÓN;;;1.2.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 6 de noviembre de 2019;KR 86    146C      ;474.044.607.500.008;-740.813.785.299.999;0:16:00;2:01:00;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;10000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;KR 7    146      ;472.083.536.800.005;-74.026.229.198;0:08:00;6:32:00;ME-42;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;1.000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;KR 68D    54A    31 SUR ;460.241.604.800.007;-741.599.341.959.999;0:29:00;0:47:00;X-26;VU-1;;;;;;2;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;300000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;KR 97    23F    34  ;467.817.618.000.009;-741.349.588.129.999;0:08:00;0:41:00;CT-8;;;;;;;1;;;;;;;1;1;;2;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;CL 49   SUR 95A    90  ;464.069.164.400.007;-741.834.969.449.999;0:19:00;9:17:00;CT-6;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;CERROS;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;CL 43   SUR 93      ;464.038.570.600.007;741.768.804.879.999;0:12:00;2:35:00;ME-35;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;600;150000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;CL 49   SUR 102      ;464.316.103.825.897;-741.839.109.977.262;0:36:00;2:15:00;ME-35;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1235;150000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;           ;447.208.136.949.394; -74.0820253939231;0:10:00;1:01:00;ME-4;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;30;CERRO EL UVAL;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 7 de noviembre de 2019;CL 173    7      ;475.174.904.974.578;740.243.428.687.882;0:01:00;0:51:00;ME-42;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.8 TRICICLO;;;1.2.1.11  LLAMA ABIERTA;ACCIDENTAL;2;1;;;2;1;;;1;1;;;;;;;;;;
viernes, 8 de noviembre de 2019;KR 19    37    88  ;462.703.875.000.005;-740.730.112.979.999;0:07:00;1:02:00;ME-45;MA-3;ME-37;;;;;3;;;;;;1;2;5;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
viernes, 8 de noviembre de 2019;KR 3    180    24  ;476.864.138.500.008;-740.246.504.879.999;0:13:00;2:01:00;ME-42;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;CERROS ORIENTALES ;1.3.3.1  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 8 de noviembre de 2019;KR 116    76B    42  ;472.010.464.900.006;-741.268.604.079.999;0:05:00;0:29:00;ME-27;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 8 de noviembre de 2019;CL 51   SUR 5R    11  ;455.328.824.105.129;-741.200.435.074.556;0:06:00;0:47:00;ME-4;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;10;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 8 de noviembre de 2019;CL 35A   SUR 69B    44  ;461.337.333.600.005;-741.379.769.949.999;0:07:00;3:32:00;ME-22;CT-6;;;;;;2;;;;;;;3;4;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 8 de noviembre de 2019;KR 15   ESTE 46    38 SUR ;454.056.618.300.007;-740.826.270.829.999;0:12:00;0:48:00;ME-41;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;15;INDETERMINADA;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
sábado, 9 de noviembre de 2019;KR 86B    42    73 SUR ;463.134.271.300.004;-741.682.740.209.999;0:05:00;5:44:00;ME-22;ME-46;CT-6;X-29;;;;4;;;;;1;1;3;11;;16;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 9 de noviembre de 2019;KR 2   ESTE 22A    74 SUR ;456.797.569.900.004;-740.868.265.359.999;0:12:00;1:06:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 9 de noviembre de 2019;KR 15   ESTE 57     SUR ;453.200.300.000.009;-740.862.306.439.999;0:09:00;0:47:00;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;80;80;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 10 de noviembre de 2019;KR 26A    39B    15  ;462.999.466.400.004;-740.774.773.159.999;0:10:00;4:29:00;ME-45;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.12 ADMINISTRACIÓN PÚBLICA;1.1.12.1 SEDES DE LA ADMINISTRACION PÚBLICA;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 10 de noviembre de 2019;CL 74A  SUR   92    21 ; 4.62729338500009;-742.041.566.409.999;0:09:00;1:32:00;ME-32;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
lunes, 11 de noviembre de 2019;KR 80J    78    85 SUR ;461.130.950.743.245;-742.057.337.311.937;0:10:00;4:14:00;ME-32;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;1;;;;1;;;;;;;
martes, 12 de noviembre de 2019;CL 7A BIS   79B    1  ;463.732.255.900.004;-741.466.897.419.999;0:11:00;3:44:00;ME-46;CT-6;;;;;;2;;;;;;1;2;5;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.4.1 INDETERMINADA;INDETERMINADA;2;;;;2;;;;;;;;;;;;;;;
martes, 12 de noviembre de 2019;KR 82B    54B    11 SUR ;462.060.185.500.007;-741.792.716.049.999;0:11:00;2:09:00;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 12 de noviembre de 2019;CL 152    116    69  ;475.746.947.700.009;-741.021.604.389.999;0:08:00;1:21:00;ME-47;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;1.1.4.2.1 ALMACENES;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miércoles, 13 de noviembre de 2019;CL 41   SUR 78H  BIS    ;461.880.810.012.217;-741.563.566.070.022;0:11:00;2:20:00;ME-46;CT-6;;;;;;2;;;;;;1;;7;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;1;;;1;1;;;1;;;;;;;;;;;
miércoles, 13 de noviembre de 2019;CL 147    72C    29  ;473.775.093.400.008;740.679.425.469.999;0:09:00;5:02:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 13 de noviembre de 2019;CL 65A   SUR 78H      ;460.372.631.500.007;-741.836.371.119.999;0:14:00;3:31:00;ME-28;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.8  FALLA EN APARATO ELECTRONICO;ACCIDENTAL;1;3;2;1;1;3;1;2;;;;;;;;;;;;
miércoles, 13 de noviembre de 2019;CL 63B    27    19  ;465.313.016.100.009;-740.744.817.549.999;0:09:00;1:41:00;ME-45;MA-3;;;;;;2;;;;;;1;2;6;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.17 SERVICIOS AUTOMOTRICES Y DE VENTAS DE COMBUSTIBLE;1.1.17.4 TALLERES DE MECÁNICA Y ELECTROMECANICA;;;;;;1.1.1.2  CHISPA POR FRICCION MECANICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
jueves, 14 de noviembre de 2019;CL 6C    94A    40  ;465.478.771.600.004;-741.617.829.999.999;0:14:00;1:17:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 14 de noviembre de 2019;KR 26C    26    78 SUR ;458.777.881.500.009;-741.114.566.649.999;0:04:00;1:21:00;ME-44;CT-12;;;;;;2;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 15 de noviembre de 2019;CL 68 28 32;466.167.747.400.004;-74.073.131.783;0:10:00;1:19:00;ME-47;MA-3;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
sábado, 16 de noviembre de 2019;KR 44C 22 59;463.308.359.800.004;-740.974.879.779.999;0:09:00;0:57:00;ME-34;MLI02;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
sábado, 16 de noviembre de 2019;AC 26 SUR 70B;461.585.782.800.006;-741.367.386.119.999;0:07:00;0:48:00;ME-46;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 16 de noviembre de 2019;KR 15 ESTE 56 50 SUR;453.236.647.900.007;-74.085.818.963;0:06:00;2:31:00;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;300;1000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 17 de noviembre de 2019;CL 51 18 22;463.918.557.400.007;-740.705.821.759.999;0:05:00;1:39:00;ME-45;MA-3;;;;;;2;;;;;;1;1;2;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;1;;;;1;;;;;;;
domingo, 17 de noviembre de 2019;KR 43A 20A 39;462.715.901.200.005;-740.993.837.809.999;0:08:00;1:23:00;ME-21;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
domingo, 17 de noviembre de 2019;CL 80C 95B 15;4,70901E+13;-7,4108E+14;0:08:00;0:38:00;ME-27;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;PROVOCADA;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 17 de noviembre de 2019;KR 24D ESTE 13 SUR;456.379.988.152.847;-7,40672E+14;0:16:00;1:29:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;10;CERRO AGUAS CLARAS;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 17 de noviembre de 2019;KR 8 ESTE 88 8 SUR;4,50492E+14;-7,41001E+14;0:10:00;2:44:00;ME-6;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;PROVOCADA;;1;;;;1;;;;;;;;;;;;;;
domingo, 17 de noviembre de 2019;KR 74 138 69;473.166.082.700.004;-7,40724E+14;0:06:00;2:41:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.16 SERVICIOS TÉCNICOS ESPECIALIZADOS;1.1.16.4 CARPINTERIA METALICA Y DE MADERA;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
lunes, 18 de noviembre de 2019;CL 13 50;462.841.947.000.004;-741.088.811.079.999;0:05:00;0:40:00;ME-34;MM-01;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.2 CAMIONETA;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
lunes, 18 de noviembre de 2019;CL 167 58 55;474.970.021.900.009;-740.597.893.509.999;0:09:00;1:39:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 19 de noviembre de 2019;KR 90A 5A 45;464.796.657.121.283;-741.607.943.046.367;0:09:00;1:24:00;ME-46;X-26;CT-6;;;;;3;;;;;;;3;8;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.9 FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
martes, 19 de noviembre de 2019;KR 50C 38 8 SUR;459.831.855.100.009;-741.270.701.809.999;0:09:00;1:30:00;CT-7;;;;;;;1;;;;;;1;;1;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 19 de noviembre de 2019;CL 38 SUR 2 40;455.453.734.000.008;-740.978.813.349.999;0:09:00;0:57:00;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;1;1;1;1;1;1;;;;;;;;;;;;
martes, 19 de noviembre de 2019;CL 27 SUR 11A;457.420.688.800.005;-741.005.337.709.999;0:10:00;3:47:00;ME-44;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.2 CAMIONETA;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 20 de noviembre de 2019;KR 45 58A 20 SUR;457.628.539.500.007;-741.499.498.559.999;0:11:00;2:44:00;ME-4;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;2;1;1;;2;1;1;;;;;;2;1;1;;;;;
