FECHA DEL EVENTO;DIRECCIÃ“N ATENCIÃ“N DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÃCULO;SUBCLASE DE VEHÃCULO;ÃREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÃREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;PoblaciÃ³n Expuesta Hombres;PoblaciÃ³n Expuesta Mujeres;PoblaciÃ³n Expuesta NiÃ±as;PoblaciÃ³n Expuesta NiÃ±os;PoblaciÃ³n Afectada Hombres;PoblaciÃ³n Afectada Mujeres;PoblaciÃ³n Afectada NiÃ±as;PoblaciÃ³n Afectada NiÃ±os;Rescatados Hombres;Rescatados Mujeres;Rescatados NiÃ±as;Rescatados NiÃ±os;Heridos Hombres;Heridos Mujeres;Heridos NiÃ±as;Heridos NiÃ±os;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales NiÃ±as;Sin signos vitales NiÃ±os;
domingo, 1 de septiembre de 2019;CL 140    10   ;4,718609199000070;-74,034503140999900;0:03:00;0:24:00;ME-17;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 1 de septiembre de 2019;KR 77A    84   ;4,610054192173300;-74,212050724394100;0:02:00;2:29:00;ME-34;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;2;;;1;2;;;;;;;1;1;;;;;;
domingo, 1 de septiembre de 2019;CL 67A BIS  SUR 5 10  ;4,529900343000070;-74,111198672999900;0:08:00;2:20:00;ME-31;CT-12;;;;;;2;;;;;;1;;6;;7;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;427;100000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 1 de septiembre de 2019;CL 151    111 82  ;4,753727090000040;-74,099898849999900;0:10:00;0:59:00;ME-47;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
lunes, 2 de septiembre de 2019;CL 54C   SUR 100 3  ;4,642245885000080;-74,191225471999900;0:12:00;2:55:00;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;400;200000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
lunes, 2 de septiembre de 2019;        ;4,670630000000000;-74,016200000000000;0:13:00;2:40:00;ME-37;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.2 PLANTACIÃ“N PINO;;;;;;30;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 2 de septiembre de 2019;KR 18    114 31  ;4,697538689000060;-74,047697901999900;0:15:00;1:34:00;ME-45;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
lunes, 2 de septiembre de 2019;KR 13    89 26  ;4,672984887000040;-74,051011611999900;0:08:00;1:38:00;ME-37;MA-3;;;;;;2;;;;;;;3;3;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.3  CHISPAS ELECTRICAS;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 3 de septiembre de 2019;TV 1   ESTE 6 97 SUR ;4,578340656808660;-74,080122124480800;0:09:00;4:16:00;ME-21;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
martes, 3 de septiembre de 2019;CL 75A    105 63  ;4,709511286000070;-74,120342980999900;0:05:00;1:28:00;ME-32 ;;;;;;;1;;;;;;;2;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 3 de septiembre de 2019;KR 91    128   ;4,720340586000080;-74,090071607999900;0:15:00;1:21:00;ME-34;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;2000;1.3.1.9  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 3 de septiembre de 2019;KR 95    71 41 SUR ;4,631564242000080;-74,202277899999900;0:10:00;2:47:00;ME-28;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;3;;;;3;;;;;;;;2;;;;;;;
martes, 3 de septiembre de 2019;KR 46    145 44  ;4,729259993000080;-74,051041024999900;0:12:00;1:33:00;X-40;CT-5;;;;;;2;;;;;;1;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.2  CHISPA POR FRICCION MECANICA;ACCIDENTAL;3;1;;;3;1;;;;;;;;;;;;;;
miÃ©rcoles, 4 de septiembre de 2019;CL 131A    53 15  ;4,718613459000040;-74,059986423999900;0:10:00;1:14:00;ME-4;CT-5;;;;;;2;;;;;;1;2;3;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;2;1;;;2;1;;;;;;;;;;;;;;
miÃ©rcoles, 4 de septiembre de 2019;KR 33    19 60  ;4,620688912000050;-74,090567931000000;0:15:00;3:47:00;ME-37;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.9 VEHÃCULO DE TRACCIÃ“N ANIMAL Y/O HUMANA;;;;1.2.1.11 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miÃ©rcoles, 4 de septiembre de 2019;CL 13    4   ;4,600973130000060;-74,070262778999900;0:07:00;1:57:00;X-30;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.2 PLANTACIÃ“N PINO;;;;;;40;340000;1.3.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 4 de septiembre de 2019;CL 14B    116 79  ;4,678983439000090;-74,164893651999900;0:09:00;2:54:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;HUMEDAL MEANDRO DEL TAIL;1.3.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
jueves, 5 de septiembre de 2019;CL 63    8   ;4,648543606000090;-74,060998904999900;0:03:00;1:02:00;MA-3;ME-45;;;;;;2;;;;;1;;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;30;15;;;30;15;;;;;;;;;;;;;;
jueves, 5 de septiembre de 2019;TV 70C    68  SUR ;4,584166239000070;-74,160440637999900;0:07:00;4:58:00;ME-5;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;60;50000;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
jueves, 5 de septiembre de 2019;KR 22   ESTE 90 32 SUR ;4,501695284000050;-74,082339148999900;0:06:00;0:39:00;ME-41;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;;10;5000000;1.3.1.10 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
jueves, 5 de septiembre de 2019;CL 87    95   ;4,713726534000050;-74,102181220999900;0:17:00;6:34:00;ME-34;X-33;;;;;;2;;;;;1;;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 5 de septiembre de 2019;KR 30    13   ;4,614306945000070;-74,091714690999900;0:03:00;0:45:00;UR-01;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 5 de septiembre de 2019;CL 23    72 91  ;4,659701245330890;-74,118933468271900;0:11:00;0:39:00;ME-22;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;10;800;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
viernes, 6 de septiembre de 2019;CL 74A    60 30  ;4,674502156000070;-74,078869125999900;0:09:00;1:49:00;ME-34;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 6 de septiembre de 2019;KR 56    9 9  ;4,628632708000050;-74,111877917999900;0:08:00;5:40:00;MLI02;MM-01;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.4 SÃ“TANOS;;;;;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;600;600;300;397;600;600;300;397;;;;;;;;;;;;
viernes, 6 de septiembre de 2019;KR 118    127   ;4,728845276000070;-74,102786868000000;0:09:00;1:06:00;ME-17;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;3000;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 6 de septiembre de 2019;CL 28   SUR 5   ;4,562915710000080;-74,087414541999900;0:08:00;0:55:00;ME-41;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 6 de septiembre de 2019;CL 8A    88 61  ;4,649938943225210;-74,152694939141400;0:25:00;1:24:00;ME-46;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;10000;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 6 de septiembre de 2019;CL 75G    73 21  ;4,575330323000060;-74,172230585999900;0:08:00;2:58:00;ME-33;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;INDETERMINADA;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 6 de septiembre de 2019;CL 17   SUR 27   ;4,592062326000080;-74,106691850999900;0:01:00;0:50:00;ME-27;CT-2;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÃ“MICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( PanaderÃ­as, peluquerÃ­as, miscelÃ¡neas, dispensarios, droguerÃ­as y otros) ;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 7 de septiembre de 2019;CL 124    15 25  ;4,702210005000040;-74,043907252999900;0:08:00;1:06:00;ME-42;X-38;;;;;;2;;;;;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 7 de septiembre de 2019;KR 68G    9 97  ;4,635460141000070;-74,125043445999900;0:06:00;0:53:00;MLI02;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;5;150;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
sÃ¡bado, 7 de septiembre de 2019;TV 60    69  SUR ;4,581855969051040;-74,165240368758800;0:06:00;0:40:00;ME-33;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;5;150;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
sÃ¡bado, 7 de septiembre de 2019;KR 70    53 40  ;4,668298245000070;-74,103348116999900;0:12:00;1:42:00;ME-34;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
sÃ¡bado, 7 de septiembre de 2019;TV 73H BIS   75 8 SUR ;4,578453306000090;-74,169910316999900;0:16:00;0:53:00;ME-33;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;250;10000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 8 de septiembre de 2019;KR 45    106B    28  ;4,695117678000090;-74,055376982999900;0:02:00;4:22:00;ME-37;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.1 HOTELES;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 8 de septiembre de 2019;KR 14    63      ;4,649783789000080;-74,064414926999900;0:03:00;0:32:00;ME-45;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 8 de septiembre de 2019;KR 103    74    53 SUR ;4,635835878000080;-74,207569264999900;0:09:00;1:58:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1000;RIVERA DEL RIO;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 8 de septiembre de 2019;KR 55A    167      ;4,749578902000050;-74,056311956999900;0:01:00;0:23:00;CT-5;;;;;;;1;;;;;;;2;;;2;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.3 CERCADOS DE PINOS Y OTRAS ESPECIES;;;;;;8;20;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 8 de septiembre de 2019;TV 14   ESTE 65    2 SUR ;4,524454837224400;-74,087291209441800;0:08:00;1:18:00;ME-41;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;250;1000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 8 de septiembre de 2019;CL 43   SUR 90      ;4,637238726951860;-74,175203671295300;0:12:00;2:03:00;ME-46;CT-6;;;;;;2;;;;;;;1;7;;8;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;700;40000;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 8 de septiembre de 2019;CL 83   SUR 91    35  ;4,623860741000040;-74,208823840999900;0:16:00;1:26:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;2000;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
lunes, 9 de septiembre de 2019;KR 12B    140    74  ;4,721455214000060;-74,038242056999900;0:07:00;0:59:00;ME-42;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 9 de septiembre de 2019;TV 72A    44F    5 SUR ;4,598015188000090;-74,146595138000000;0:14:00;1:12:00;MA-04;;;;;;;1;;;;;;;2;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
lunes, 9 de septiembre de 2019;CL 49   SUR 88      ;4,631256092000060;-74,178299748999900;0:14:00;3:00:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;3000;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 9 de septiembre de 2019;CL 127B    95    88  ;4,722932999000080;-74,097445788999900;0:11:00;1:38:00;ME-17;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;1;;;;;;
lunes, 9 de septiembre de 2019;KR 78A    58P    48 SUR ;4,602923017000080;-74,178601342999900;0:10:00;4:13:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;10;3000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 9 de septiembre de 2019;KR 100    50B    45 SUR ;4,643665643000080;-74,188000710999900;0:10:00;4:07:00;ME-28;X-34;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1200;RIVERA DEL RIO;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;KR 10    10    82 SUR ;4,582469373000040;-74,089376432999900;0:08:00;0:51:00;ME-44;CT-2;X-32;;;;;3;;;;;;1;1;9;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;CL 57C   SUR 100    24  ;4,640028644000040;-74,195473356999900;0:26:00;4:25:00;ME-28;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;800;7000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;CL 39H BIS  SUR 68G    5  ;4,601643285000080;-74,141440074999900;0:11:00;1:35:00;ME-46;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;TV 13A BIS   32B     SUR ;4,573146294000080;-74,112525132999900;0:10:00;2:49:00;ME-44;CT-2;X-32;;;;;3;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;1;;;1;1;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;KR 95A    85    80 SUR ;4,626232078000040;-74,213414752999900;0:18:00;3:09:00;ME-28;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;800;7000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;KR 3C    48R    56 SUR ;4,548596403000090;-74,108160347999900;0:08:00;4:29:00;ME-27;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;CL 181C    13    54  ;4,758698540000070;-74,035555485999900;0:10:00;1:19:00;CT-5;;;;;;;1;;;;;;;1;1;;2;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.5 VEHÃCULO DE SERVICIO ESCOLAR;1.2.5.3 MICROBÃšS (10 A 19 PASAJEROS);;;1.2.1.9  FALLA MECANICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;CL 42F   SUR 97B    10  ;4,645030640000070;-74,177673646999900;0:09:00;2:21:00;CT-6;MA-04;;;;;;2;;;;;1;;2;10;;13;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;100000;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;KR 96    72      ;4,703051140000070;-74,115408367999900;0:07:00;1:05:00;ME-1;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;100000;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 10 de septiembre de 2019;KR 30 BIS   5    16  AP 606;4,605730367000090;-74,099447787999900;0:06:00;1:00:00;ME-21;MA-2;UR-01;;;;;3;;;;;;3;1;8;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miÃ©rcoles, 11 de septiembre de 2019;CL 37D   SUR 68N    4  ;4,609175110000080;-74,139185675999900;0:07:00;0:43:00;ME-46;CT-6;MA-04;X-26;;;;4;;;;;1;1;5;10;;17;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
jueves, 12 de septiembre de 2019;KR 18    51    11  ;4,639263921000070;-74,070347068999900;0:11:00;2:52:00;ME-37;ME-45;;;;;;2;;;;;;;3;6;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÃ“MICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( PanaderÃ­as, peluquerÃ­as, miscelÃ¡neas, dispensarios, droguerÃ­as y otros) ;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
