FECHA DEL EVENTO;DIRECCIÃ“N ATENCIÃ“N DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÃCULO;SUBCLASE DE VEHÃCULO;ÃREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÃREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;PoblaciÃ³n Expuesta Hombres;PoblaciÃ³n Expuesta Mujeres;PoblaciÃ³n Expuesta NiÃ±as;PoblaciÃ³n Expuesta NiÃ±os;PoblaciÃ³n Afectada Hombres;PoblaciÃ³n Afectada Mujeres;PoblaciÃ³n Afectada NiÃ±as;PoblaciÃ³n Afectada NiÃ±os;Rescatados Hombres;Rescatados Mujeres;Rescatados NiÃ±as;Rescatados NiÃ±os;Heridos Hombres;Heridos Mujeres;Heridos NiÃ±as;Heridos NiÃ±os;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales NiÃ±as;Sin signos vitales NiÃ±os;
lunes, 22 de julio de 2019;KR 3B 6A 30 SUR;4,580243965000080;-74,082076885999900;0:09:00;4:30:00;X-30;ME-38;;;;;;2;;;;;1;;;1;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;1;;1;1;1;;1;1;1;;;;;;;;;
lunes, 22 de julio de 2019;CL 70 SUR 18M 72;4,550523695000040;-74,152330145999900;0:14:00;1:32:00;ME-3;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;4;15;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 22 de julio de 2019;KR 77Y BIS 45 16 SUR;4,610571922000080;-74,162379663999900;0:08:00;0:39:00;CT-6;X-26;;;;;;2;;;;;;;3;1;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.3 CHISPAS ELECTRICAS;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 23 de julio de 2019;KR 128    137 11  ;4,744855894000070;-74,110527423999900;0:10:22;1:40:07;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 23 de julio de 2019;KR 116    22J 40  ;4,688831027000050;-74,147580878999900;0:06:00;1:35:00;CT-8;ME-43;X-42;;;;;3;;;;;1;1;1;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;;;1.1.1.9  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miÃ©rcoles, 24 de julio de 2019;CL 52B BIS 85 37;4,678272090000060;-74,113369886999900;0:16:00;1:49:00;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
miÃ©rcoles, 24 de julio de 2019;CL 82 SUR 89 21;4,622194749000070;-74,207315013999900;0:45:00;6:19:00;X-34;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;600;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;KR 49B    168A 23  ;4,750439896000050;-74,050042604999900;0:05:00;0:42:00;ME-20;X-40;;;;;;2;;;;;;1;2;3;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.17 SERVICIOS AUTOMOTRICES Y DE VENTAS DE COMBUSTIBLE;1.1.17.4 TALLERES DE MECÃNICA Y ELECTROMECANICA;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;AC 80    96 8  ;4,708734038000050;74,110626996000000;0:06:00;0:55:00;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;700;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;DG 66   SUR 80A 40  ;4,605576178000090;-46,055761780000900;0:09:00;4:30:00;ME-46;CT-6;;;;;;2;;;;;;;2;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÃ“MICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( PanaderÃ­as, peluquerÃ­as, miscelÃ¡neas, dispensarios, droguerÃ­as y otros) ;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;CL 209    9   ;4,783896534163850;-74,028031008359200;0:21:00;1:18:00;ME-42;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;KR 11    48J 13 SUR ;4,562043190000050;-74,117951943999900;0:23:00;1:15:00;CT-2;;;;;;;1;;;;;;;;2;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;CL 12    9 15  ;4,600312356000070;-74,076726153999900;0:09:00;1:05:00;CT-1;MA-2;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÃ“MICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( PanaderÃ­as, peluquerÃ­as, miscelÃ¡neas, dispensarios, droguerÃ­as y otros) ;;;;;1.1.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;CL 180    54 63  ;4,759668627000050;-74,051946789999900;0:09:00;1:22:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;500;1.3.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 26 de julio de 2019;KR 103    75  SUR ;4,634037610000060;-74,208261778999900;0:32:00;4:25:00;ME-6;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1200;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 26 de julio de 2019;CL 52   SUR 98B 70  ;4,641805849000090;-74,187461928999900;0:14:00;1:49:00;ME-46;MA-04;;;;;;2;;;;;;2;2;7;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 26 de julio de 2019;KR 80M    71F 85 SUR ;4,608846898000080;-74,196178730999900;0:10:00;1:16:00;ME-6;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 27 de julio de 2019;CL 53   SUR 11 4 ESTE ;4,537616911000040;-74,090501142999900;0:09:00;2:24:00;ME-39;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 27 de julio de 2019;AC 6    32A 27  ;4,608761047000090;-74,101370383999900;0:06:00;0:49:00;MA-2;CT-1;;;;;;2;;;;;;;2;5;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 27 de julio de 2019;CL 180    8C 60  ;4,756452102000080;-74,030760987999900;0:14:00;1:41:00;ME-42;R-17;;;;;;2;;;;;;1;2;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
sÃ¡bado, 27 de julio de 2019;KR 8B    57 50  ;4,644069734000080;-74,062972892999900;0:02:00;1:20:00;ME-37;;;;;;;1;;;;;;;2;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
domingo, 28 de julio de 2019;CL 49   SUR 87 44  ;4,629043880000040;-74,177303363999900;0:08:07;1:15:50;ME-46;CT-6;;;;;;2;;;;;;;2;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;3;4;1;;3;4;1;;;;;;;;;;;;;
domingo, 28 de julio de 2019;KR 82    8A 56  ;4,645580633000070;-74,147883963999900;0:12:39;1:08:15;MA-04;CT-6;;;;;;2;;;;;;;2;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÃ“MICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( PanaderÃ­as, peluquerÃ­as, miscelÃ¡neas, dispensarios, droguerÃ­as y otros) ;;;;;1.1.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
domingo, 28 de julio de 2019;AK 20    81 38  APTO 101;4,669038769000050;-74,059747871999900;0:05:00;0:48:00;ME-37;X-41;;;;;;2;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
domingo, 28 de julio de 2019;KR 79A    5 27 SUR ;4,630553150000080;-74,151924391999900;0:05:00;1:24:00;CT-6;;;;;;;1;;;;;;;;2;;2;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.14  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;1;3;;;1;3;;;;;;;1;3;;;;;;
lunes, 29 de julio de 2019;AK 86    53 40 SUR ;4,623349701264750;-74,179885139203500;0:06:51;1:08:54;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.3 CHISPAS ELECTRICAS;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 29 de julio de 2019;CL 37   SUR 52A 92  ;4,603618824000080;-74,130558586999900;0:07:00;0:45:00;ME-5;CT-7;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
lunes, 29 de julio de 2019;AK 45    178   ;4,757528195000080;-74,046129625999900;0:10:39;0:59:33;ME-42;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;70;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 29 de julio de 2019;KR 103    75 56 SUR ;4,634037610000060;-74,208261778999900;0:11:00;4:59:00;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;80000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 29 de julio de 2019;KR 110 BIS   64 4  ;4,700899271000080;-74,130868949999900;0:06:00;0:53:00;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
lunes, 29 de julio de 2019;KR 16    143 29  ;4,724837806000040;-74,042162336999900;0:04:00;0:46:00;ME-42;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.3  CHISPAS ELECTRICAS;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
martes, 30 de julio de 2019;CL 81   SUR 96 24  ;4,629582062000050;-74,209571666999900;0:24:00;5:04:00;ME-28;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;700;3000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 30 de julio de 2019;CL 67    50B 39  ;4,663692054000080;-74,078129823999900;0:10:00;1:38:00;ME-34;X-33;;;;;;2;;;;;;1;2;3;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
miÃ©rcoles, 31 de julio de 2019;KR 103    75 56 SUR ;4,634037610000060;-74,208261778999900;0:22:10;8:00:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;3500;70000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 31 de julio de 2019;CL 43   SUR 2A 22 ESTE ;4,548506530000050;-74,095833703999900;0:05:17;3:31:45;ME-39;;;;;;;1;;;;;;;;6;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miÃ©rcoles, 31 de julio de 2019;KR 103    75 56 SUR ;4,634037610000060;-74,208261778999900;0:13:00;1:48:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;700;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 1 de agosto de 2019;CL 45    20   ;4,633547274000080;-74,072733286999900;0:01:00;0:13:00;MA-2;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 1 de agosto de 2019;KR 82    23A 35  ;4,666928749000080;-74,125371951999900;0:10:00;3:48:00;ME-43;CT-8;;;;;;2;;;;;;;2;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 1 de agosto de 2019;KR 6    183 80  ;4,763688217000040;-74,026039668999900;0:09:00;1:00:00;ME-42;ME-17;R-17;;;;;3;;;;;;2;1;7;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.8 TRICICLO;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
viernes, 2 de agosto de 2019;CL 61   SUR 66A 28  ;4,591655325000090;-74,157111154999900;0:09:00;1:02:00;ME-3;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;1.1.4.2.2 SUPERMERCADOS;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 2 de agosto de 2019;DG 22B BIS   20 34  ;4,617395935000050;-74,080629197000000;0:05:00;1:13:00;MA-2;CT-1;;;;;;2;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
viernes, 2 de agosto de 2019;KR 4A    36B 31 SUR ;4,560716509000090;-74,100413227999900;0:08:00;1:23:00;ME-39;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
sÃ¡bado, 3 de agosto de 2019;CL 63   SUR 77H 12  ;4,598580887000080;-74,179556715999900;0:08:00;1:09:00;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 3 de agosto de 2019;KR 50    4 3  ;4,616541670000060;-74,114125984999900;0:05:00;1:41:00;MA-2;ME-21;CT-1;UR-01;;;;4;;;;;;1;2;10;;13;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;3;3;;;3;3;;;;;;;;;;;;;;
sÃ¡bado, 3 de agosto de 2019;CL 193    9   ;4,769851359000090;-74,030430467999900;0:14:00;4:50:00;ME-17;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;500;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 4 de agosto de 2019;DG 45A   SUR 13J 23  ;4,571436890000090;-74,122919894999900;0:09:00;1:15:00;ME-27;CT-2;X-32;;;;;3;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
domingo, 4 de agosto de 2019;CL 49   SUR 95A   ;4,640691644000070;-74,183496944999900;0:13:00;1:42:00;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 4 de agosto de 2019;;4,533561543000080;-74,141927955999900;0:10:00;1:15:00;ME-3;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 4 de agosto de 2019;CL 117B    70C 61  ;4,701195124000040;-74,073175261999900;0:11:00;0:52:00;ME-34;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;2;HUMEDAL CORDOBA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 4 de agosto de 2019;CL 11   SUR 32 20  ;4,598804780000080;-74,109578523999900;0:04:43;0:45:43;ME-27;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
lunes, 5 de agosto de 2019;TV 29A BIS   28 8 SUR ;4,591212333000040;-74,113154808999900;0:05:00;1:58:00;ME-27;CT-2;X-32;;;;;3;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;1;1;;2;1;1;;;1;1;;;;;;;;
lunes, 5 de agosto de 2019;CL 5    12 25  ;4,595445077000080;-74,083804991999900;0:06:00;0:57:00;ME-21;UR-01;;;;;;2;;;;;;2;1;5;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 5 de agosto de 2019;KR 58    150   ;4,734889128000080;-74,062382722999900;0:09:00;0:42:00;ME-20;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;30;5000;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
lunes, 5 de agosto de 2019;KR 72R    43A 44 SUR ;4,605630107000080;-74,155408564999900;0:18:00;1:06:00;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.4 CAMIONETA VAN (5 A 9 PASAJEROS);;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
lunes, 5 de agosto de 2019;CL 8A BIS   94 23  ;4,656810890000090;-74,157278548999900;0:06:00;1:52:00;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;100.000;1.3.1.10  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
martes, 6 de agosto de 2019;CL 8A BIS   94 23  ;4,656810890000090;-74,157278548999900;0:14:00;2:01:00;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;20000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 6 de agosto de 2019;KR 100    38  SUR ;4,650871976000080;-74,175509945999900;0:17:00;5:02:00;CT-6;;;;;;;1;;;;;;1;;1;;2;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;10000;1.3.1.9  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 6 de agosto de 2019;KR 30    6   ;4,607230153000050;-74,098096371999900;0:10:00;1:06:00;ME-21;X-43;;;;;;2;;;;;;2;;7;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
