FECHA DEL EVENTO;DIRECCIÓN ATENCIÓN DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÍCULO;SUBCLASE DE VEHÍCULO;ÁREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÁREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Niñas;Población Expuesta Niños;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Niñas;Población Afectada Niños;Rescatados Hombres;Rescatados Mujeres;Rescatados Niñas;Rescatados Niños;Heridos Hombres;Heridos Mujeres;Heridos Niñas;Heridos Niños;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Niñas;Sin signos vitales Niños
viernes 10 de enero de 2020;AK 96    72    61  ;470.259.790.000.006;-741.134.337.009.999;0:16:00;0:44:00;ME-17;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;900;1 HECTAREA ;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
viernes 10 de enero de 2020;CL 163    72    29  ;474.702.027.700.005;-740.653.495.009.999;0:04:00;1:25:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes 10 de enero de 2020;CL 80 BIS  SUR 91      ;462.504.488.000.008;-742.070.948.519.999;0:08:00;2:04:00;ME-28;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;500;40000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado 11 de enero de 2020;KR 93A    130    12  ;472.703.180.600.007;740.906.832.249.999;0:02:00;0:13:00;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
sábado 11 de enero de 2020;KR 59A    162    22  ;474.605.436.700.006;-740.619.973.109.999;0:10:00;1:08:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
sábado 11 de enero de 2020;;;;0:05:00;3:11:00;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;20;200;1.1.3.3  OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
sábado 11 de enero de 2020;KR 64    75    11  ;467.693.728.900.008;-740.809.502.339.999;0:08:00;1:21:00;ME-29;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
sábado 11 de enero de 2020;CL 75A   SUR 106A      ;463.696.557.900.005;-742.100.307.589.999;0:12:00;3:46:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MÁS DE 5000 MTS/2;1.3.3.1 VEGETACIÓN NATIVA;;;;;20000;PARQUE DE BOGOTA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado 11 de enero de 2020;CL 67B   SUR 63    81  ;458.897.688.800.005;-741.531.137.209.999;0:07:00;2:52:00;ME-05;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado 11 de enero de 2020;CL 80A   SUR 15      ;456.908.029.000.004;-741.705.430.059.999;0:02:00;3:48:00;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;6412;RIVERA DEL RIO TUNJUELO Y RELLENO SANITARIO DOÑA JUANA ;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 12 de enero de 2020;DG 73H   SUR 78B    15  ;460.563.744.300.009;-742.059.684.889.999;0:11:00;4:41:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 12 de enero de 2020;CL 82   SUR 42    70  ;456.876.093.700.009;-741.715.895.379.999;0:04:00;2:32:00;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
domingo, 12 de enero de 2020;CL 83    95D      ;471.215.382.700.007;-741.060.570.019.999;0:09:00;0:56:00;ME-17;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;30;20000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 12 de enero de 2020;KR 20    22    52 SUR ;458.332.065.400.009;-741.050.832.159.999;0:09:00;2:05:00;ME-30;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.2  CHISPA POR FRICCION MECANICA;ACCIDENTAL;2;;;;2;;;;;;;;1;;;;;;;
domingo, 12 de enero de 2020;CL 134    7      ;471.250.951.300.004;-740.312.711.869.999;0:08:00;6:50:00;ME-42;CT-10;X-38;;;;;3;;;;;;1;2;7;;10;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.2 PLANTACIÓN PINO;;;;;200;EL CERRO ;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 12 de enero de 2020;CL 11   SUR 24    30  ;459.033.426.300.005;-740.995.979.649.999;0:06:00;0:24:00;ME-30;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10;RIVERA RIO FUCHA ;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 13 de enero de 2020;CL 19A    120    9  ;468.875.807.700.005;-741.540.230.529.999;0:07:00;3:08:00;ME-43;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;"
";;;"
";1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 13 de enero de 2020;KR 11   ESTE 25A    8 SUR ;456.506.681.200.006;-740.816.856.289.999;0:08:00;0:38:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10;10000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
lunes, 13 de enero de 2020;CL 72   SUR 14    14  ;451.968.284.100.008;-741.177.373.279.999;0:08:00;1:26:00;ME-31;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;7500;CERRO MIRAVALLE;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
lunes, 13 de enero de 2020;CL 170    6B      ;474.718.149.600.005;-740.220.744.019.999;0:11:00;1:03:00;ME-42;;;;;;;1;;;;;;;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;300;1000;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
lunes, 13 de enero de 2020;CL 40   SUR 73G    0  ;461.626.989.200.005;-741.526.290.729.999;0:05:00;1:23:00;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 14 de enero de 2020;CL 39B   SUR 11    61 ESTE ;454.890.179.500.006;-740.853.386.319.999;0:06:00;2:48:00;ME-41;CT-11;;;;;;2;;;;;;1;1;8;;10;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;100;2500;1.2.1.14  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 14 de enero de 2020;KR 98    2    44  ;465.124.571.400.008;-741.690.279.409.999;0:15:00;2:02:00;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;300;LADERA DEL CANAL ;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 14 de enero de 2020;KR 113A    18A    9  ;468.318.486.400.005;-741.516.379.029.999;0:10:00;1:01:00;ME-43;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
martes, 14 de enero de 2020;CL 71C   SUR 26    27  ;454.417.758.900.007;-74.153.520.065;0:40:00;2:09:00;ME-05;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
martes, 14 de enero de 2020;CL 119A    57    40  ;470.516.820.400.008;-740.687.443.469.999;0:14:00;0:12:00;ME-29;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
martes, 14 de enero de 2020;CL 70D SUR 14Y;452.033.989.957.974;-741.232.380.778.896;0:11:00;0:51:00;ME-24;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;CERRO DOÑA JUANA;1.3.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miércoles, 15 de enero de 2020;CL 72A    87    75  ;469.744.799.900.008;-741.068.530.549.999;0:12:00;0:41:00;ME-17;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miércoles, 15 de enero de 2020;KR 99    69A    40  ;469.936.578.200.009;-741.184.694.659.999;0:08:00;5:00:00;ME-17;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 15 de enero de 2020;CL 46   SUR 16    0 ESTE ;454.118.368.400.009;-740.820.771.929.999;0:05:00;5:45:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;"
";;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;2;;;;2;;;;1;;;;1;;;;1;;;
miércoles, 15 de enero de 2020;KR 21    67    39  ;465.755.743.900.007;-740.681.381.529.999;0:05:00;1:07:00;ME-37;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
jueves, 16 de enero de 2020;CL 83 96 51;471.375.175.800.006;-741.077.261.049.999;0:06:00;1:17:00;ME-17;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;500;12000;1.3.1.13 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 16 de enero de 2020;KR 4 ESTE 30B 12 SUR;456.063.248.100.008;-74.089.646.447;0:08:00;0:32:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10;50;1.3.1.13 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
viernes, 17 de enero de 2020;AC 61 SUR 20D 60;456.685.472.100.008;-741.426.349.789.999;0:04:00;0:38:00;ME-06;;;;;;;1;;;;;;;;5;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 17 de enero de 2020;AK 45 136 45;472.194.567.000.008;-740.517.839.819.999;0:05:00;4:17:00;ME-20;X-40;;;;;;2;;;;;;;1;7;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;3;;;;3;;;;;;;;3;;;;;;;
viernes, 17 de enero de 2020;CL 30A SUR 2 13 ESTE;456.215.365.100.007;-740.908.170.039.999;0:09:00;1:05:00;ME-39;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
sábado, 18 de enero de 2020;KR 16C 164;474.446.778.600.009;-740.392.913.229.999;0:11:00;1:01:00;ME-42;CT-10;;;;;;2;;;;;;;1;7;;9;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 18 de enero de 2020;CL 15 119A 37;468.180.276.400.005;-741.641.498.249.999;0:06:00;1:29:00;ME-43;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
sábado, 18 de enero de 2020;KR 14F 136 26 SUR;447.490.813.000.007;-741.240.576.709.999;0:13:00;1:35:00;X-36;CT-2;;;;;;2;;;;;;;1;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
sábado, 18 de enero de 2020;KR 100 23D;467.956.565.700.007;-741.366.209.399.999;0:06:00;3:08:00;ME-43;MLI01;;;;;;2;;;;;;;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
sábado, 18 de enero de 2020;CL 12 5 32;459.829.930.800.009;-740.733.006.149.999;0:07:00;0:44:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
sábado, 18 de enero de 2020;SECTOR B-17;458.822.479.700.007; -74.0658735739999;0:17:00;0:45:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 19 de enero de 2020;KR 9 ESTE 4 63;458.375.782.800.005;-740.667.310.709.999;0:08:00;1:01:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 19 de enero de 2020;KR 77K BIS A 48 74 SUR;460.634.553.800.008;-741.655.694.339.999;0:15:00;0:59:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;400;3000000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 20 de enero de 2020;KR 77K BIS A 48 SUR;460.649.858.500.005;-741.653.337.139.999;0:08:00;0:53:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;100000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 20 de enero de 2020;KR 82A 69 SUR;461.306.138.700.007;-741.928.700.069.999;0:15:00;0:58:00;ME-28;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;30;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 20 de enero de 2020;CL 76A SUR 75;457.392.605.300.009;-741.747.423.149.999;0:14:00;3:36:00;ME-40;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;300;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 21 de enero de 2020;CL 62 SUR 70 14;459.100.164.400.007;-741.607.847.809.999;0:12:00;3:01:00;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 22 de enero de 2020;DG 2A BIS SUR 6 32 ESTE;457.891.444.700.005;-740.753.895.919.999;0:06:00;5:11:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;1.1.1.13 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;12;15;7;8;12;15;7;8;;;;;;;;;;;;
miércoles, 22 de enero de 2020;KR 16A 62 SUR;455.714.289.100.007;-741.352.782.379.999;0:18:00;1:46:00;ME-40;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;30;500;1.3.1.13 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miércoles, 22 de enero de 2020;"VIAS USME PUEBLO VEREDA LA GIRA 
";447.879.535.700.008;-741.219.526.439.999;0:06:00;0:53:00;ME-06;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 23 de enero de 2020;CL 61B SUR 75K 22;459.065.670.200.005;-74.178.362.774;0:15:00;1:40:00;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
viernes, 24 de enero de 2020;KR 68K 38 8;461.825.997.000.005;-741.308.884.079.999;0:08:00;2:08:00;ME-22;MA-04;CT-06;;;;;3;;;;;;1;3;9;;13;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.1 BUS;;;1.2.3.1 LLAMA ABIERTA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;
viernes, 24 de enero de 2020;KR 20D 68F BIS SUR;456.246.592.591.574;-741.514.557.719.124;0:12:00;1:29:00;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;120;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 24 de enero de 2020;KR 7G 105 SUR;449.376.221.125.453;-741.161.427.680.684;0:04:00;2:00:00;ME-06;CT-2;;;;;;2;;;;;;;1;3;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.9 FALLA MECANICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 24 de enero de 2020;KR 100 23H 22;468.044.807.400.008;-741.352.082.629.999;0:09:00;1:49:00;ME-43;CT-8;;;;;;2;;;;;;;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
viernes, 24 de enero de 2020;KR 4 12D 27;460.033.448.000.007;-740.704.247.739.999;0:05:00;1:15:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 25 de enero de 2020;KR 7 224;480.075.597.471.185;-740.303.185.746.031;0:39:00;5:59:00;ME-42;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;300;CERROS ORIENTALES;1.3.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
sábado, 25 de enero de 2020;KR 20B 69H 33 SUR;455.344.719.200.008;-74.143.729.656;0:11:00;0:56:00;ME-40;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;150;10000;1.3.1.13 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
sábado, 25 de enero de 2020;CL 131 94B 15;473.029.434.000.006;-740.909.825.139.999;0:09:00;1:08:00;ME-32;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;1;1;1;;1;;;;;1;;;1;;;;
sábado, 25 de enero de 2020;KR 96 83 SUR;462.791.824.000.004;-742.107.362.899.999;0:12:00;1:49:00;ME-28;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 26 de enero de 2020;KR 87F 57 65 SUR;462.457.959.000.005;-741.871.967.529.999;0:10:00;2:10:00;ME-28;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 26 de enero de 2020;CL 24 68B 21;465.258.456.900.006;-741.102.592.419.999;0:04:00;1:28:00;ME-34;X-39;UR-01;;;;;3;;;;;;3;1;8;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 28 de enero de 2020;KR 13B 35 39 SUR;457.247.090.700.008;-741.161.696.499.999;0:11:00;1:05:00;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;1;;;;;;;
martes, 28 de enero de 2020;CL 84 SUR 96 85;462.922.302.600.009;-742.121.864.129.999;0:13:00;5:41:00;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
