FECHA DEL EVENTO;DIRECCIÓN ATENCIÓN DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÍCULO;SUBCLASE DE VEHÍCULO;ÁREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÁREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Niñas;Población Expuesta Niños;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Niñas;Población Afectada Niños;Rescatados Hombres;Rescatados Mujeres;Rescatados Niñas;Rescatados Niños;Heridos Hombres;Heridos Mujeres;Heridos Niñas;Heridos Niños;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Niñas;Sin signos vitales Niños
martes 11 de febrero de 2020;KR 77A 67 80;468.616.441.900.008,00;-741.035.435.079.999;0:06:00;0:29:00;ME-29;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.9 VEHÍCULO DE TRACCIÓN ANIMAL Y/O HUMANA;;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes 11 de febrero de 2020;TV 13A ESTE 72A SUR;451.982.915.900.004,00;-740.934.326.959.999;0:15:00;1:45:00;ME-39;;;;;;;1;;;;;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;40000;1.1.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;KR 16F BIS 49 40 SUR;456.721.377.158.872,00;-741.226.186.017.108;0:15:00;1:36:00;ME-40;X-47;;;;;;2;;;;;1;1;1;6;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;1;;;;;;;
miércoles 12 de febrero de 2020;KR 92 74 46 SUR;462.661.358.200.006,00;-742.036.303.589.999;0:11:00;1:45:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10;800;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;CL 48 SUR 87 6;462.917.388.800.008,00;-741.753.354.709.999;0:12:00;9:36:00;CT-06;;;;;;;1;;;;;;;1;1;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;CL 32 BIS A SUR 14 16;457.716.857.115.945,00;-741.135.442.464.881,00;0:08:00;2:45:00;ME-30;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;KR 73A 44 20 SUR;460.690.879.500.004,00;-741.587.042.369.999,00;0:19:00;7:25:00;CT-06;ME-22;;;;;;2;;;;;;;2;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10000;40000;1.3.2.1 NATURAL, CUAL, DESCRIBALA;NATURAL;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;KR 92 73 50 SUR;462.703.725.600.005,00;-742.025.364.969.999,00;0:11:00;4:47:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;RIVERA DEL RIO;1.3.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;CL 42F SUR 100 0;464.836.510.700.007,00;-741.795.197.589.999,00;0:14:00;5:16:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10000;CANAL DE CUNDINAMARCA;1.3.1.9 FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;KR 72V 45 SUR;460.556.263.707.498;-741.565.348.848.843;0:04:00;2:21:00;CT-7;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;2800;RIVERA DEL RIO TUNJUELO;1.3.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;CL 64 127 13;471.780.686.100.004;-741.432.895.789.999;0:09:00;1:28:00;ME-24;CT-09;;;;;;2;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;1500;12000;1.3.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;SUMAPAZ;3.96446.6;-7.436.181;0:04:00;2:40:00;CC-1;X-47;;;;;;2;;;1;;;;;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;3200;"PARAMO DE SUMA PAZ 
";16.0.0.1 DIRECCION;ORDEN;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;AC 100 17A 32;468.595.633.800.004;-740.507.079.519.999;0:28:00;1:15:00;ME-37;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.1 COMERCIO URBANO Y METROPOLITANO;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;CL 45 SUR 72U 20;460.559.626.000.008;-741.564.302.019.999;0:11:00;1:26:00;CT-7;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;2000;RIVERA DEL RIO TUNJUELO;1.3.2.1 NATURAL, CUAL, DESCRIBALA;NATURAL;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;KR 7 243;482.019.518.000.004;-740.313.272.799.999;0:17:00;1:34:00;ME-42;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;4;CERROS ORIENTALES;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles 12 de febrero de 2020;AC 153 97A 56;475.167.631.100.004;-740.862.511.019.999;0:09:00;1:48:00;ME-47;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;CL 46B SUR 16B 34 ESTE;453.949.543;-7.407.997.906;0:10:00;1:06:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;2;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;CL 75B BIS SUR 8D 36;451.376.771;-7.411.213.607;0:05:00;0:41:00;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;AK 128 17 0;469.047.784.100.007;-741.630.629.999.999;0:24:00;2:53:00;MLI01;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;300;5000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;TV 99 70A 80;470.164.261.842.681;-741.169.231.593.506;0:04:00;1:20:00;ME-24;CT-09;;;;;;2;;;;;;1;1;8;;10;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;100;15000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;;4.584.374;-74.177.268;0:20:00;2:13:00;ME-06;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;1000;60000;1.3.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;KR 12 BIS 34 20 SUR;456.912.602.700.004;-741.052.430.199.999;0:11:00;1:03:00;ME-30;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;100;100000;1.1.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;DG 93 SUR 14P 24;450.658.094.600.004;-741.204.193.399.999;0:09:00;1:24:00;ME-31;CT-02;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;600;CERROS SUR ORIENTALES;1.1.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;CL 70A BIS 115D 67;471.382.565.200.008;-741.346.737.099.999;0:08:00;1:03:00;ME-24;CT-09;X-44;;;;;3;;;;;1;1;1;5;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;CL 62B SUR 71D 47;459.025.810.400.004;-741.656.130.189.999;0:10:00;1:32:00;ME-06;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves 13 de febrero de 2020;KR 100 50B 45 SUR;464.366.564.300.008;-741.880.007.109.999;0:12:00;2:56:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10;10000;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;CL 26 69 76;465.783.821.000.002;-74.106.788.742;0:04:00;2:18:00;MM-01;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;KR 57 128 10;471.380.669.400.008;-740.676.121.039.999;0:08:00;2:49:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;CL 80 BIS SUR 91 90;462.612.759.800.004,00;-742.075.409.039.999;0:17:00;1:43:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;20;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;DG 68D 68F SUR;457.665.470.600.006,00;-741.572.464.539.999;0:07:00;2:48:00;ME-06;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;1000;30000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;KR 89 147;474.107.812.600.005,00;-740.825.244.629.999;0:06:00;0:35:00;ME-47;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;200;500;1.3.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;KR 105B 69 11 SUR;46.392.713.920.477,00;-742.032.052.891.873;0:14:00;4:25:00;ME-22;CT-6;;;;;;2;;;;;;;2;8;;10;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;2000;6000;1.3.1.9 FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;CL 12 BIS SUR 14A;458.602.803.700.006,00;-74.095.734.337;0:13:00;0:47:00;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes 14 de febrero de 2020;CL 83 SUR 87;461.688.146.200.004,00;-742.059.753.689.999;0:09:00;3:17:00;ME-16;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;3;1;;;3;1;;;;;;;;;;;;;;
sábado 15 de febrero de 2020;KR 100B 50B SUR;464.375.650.640.287,00;-741.874.714.294.691;0:16:00;3:46:00;ME-16;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;1200;CANAL CUNDINAMARCA;1.3.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
sábado 15 de febrero de 2020;CL 57A SUR 93C 51;463.349.751.500.004,00;-741.919.548.129.999;0:06:00;1:33:00;ME-16;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado 15 de febrero de 2020;KR 105 49 SUR;464.388.101.754.692,00;-7.418.659.493.148;0:13:00;2:42:00;ME-16;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;1500;30000;1.3.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
sábado 15 de febrero de 2020;KR 112 70C 66;470.994.807.400.007,00;-741.296.663.169.999;0:08:00;1:21:00;ME-24;CT-9;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;2;;;;2;;;;;;;;;;;;;;
sábado 15 de febrero de 2020;CL 82 SUR 89;462.219.474.900.007,00;-742.073.150.139.999;0:12:00;3:20:00;ME-16;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10000;140000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado 15 de febrero de 2020;CL 60 35 0;465.032.043.600.007,00;-740.791.602.009.999;0:01:00;2:21:00;ME-37;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.3 ESTRUCTURAS PROVISIONALES;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado 15 de febrero de 2020;;4.525.594;-74.126.590;0:05:00;0:22:00;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;2;20000;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;CL 83 96 51;471.375.175.800.006,00;-741.077.261.049.999;0:09:00;1:05:00;ME-24;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;INDETERMINADA;1.3.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;CL 107 SUR 10A 17 ESTE;448.972.904.200.008,00;-740.967.978.129.999;0:19:00;2:06:00;ME-31;;;;;;;1;;;;;;;2;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;200;CERROS SUR ORIENTALES;1.3.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;KR 34 4B 13;460.821.046.400.008,00;-741.035.120.939.999;0:05:00;1:07:00;ME-03;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;CL 85 SUR 96;461.129.206.400.005,00;-742.118.442.099.999;0:16:00;6:21:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;80000;INDETERMINADA;1.3.1.13 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;KR 11D 65 SUR;45.341.556.972.951,00;-741.174.317.934.014;0:14:00;2:00:00;ME-31;CT-2;;;;;;2;;;;;;1;2;4;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;2;1;;1;2;1;;;;;;;;;;;;
domingo 16 de febrero de 2020;CL 68D BIS A 49C;457.803.348.400.006,00;-741.569.491.079.999;0:29:00;1:29:00;ME-06;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;50;100;1.1.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;CL 6A 89 47;464.782.986.500.006,00;-741.595.186.669.999;0:11:00;2:52:00;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;400;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;;4.487.048;-74.096.308;0:15:00;1:59:00;ME-31;CT-2;;;;;;2;;;;;;;3;3;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;1;;;1;1;;;;;;;;;;;;;;
domingo 16 de febrero de 2020;AV GAITAN CORTES RIO TUNJUELO;4.579.679;-74.149.183;0:10:00;2:25:00;ME-05;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;300;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes 17 de febrero de 2020;KR 4 24 59;460.867.509.400.009,00;-740.666.519.479.999;0:08:00;2:12:00;ME-38;X-30;;;;;;2;;;;;;1;2;4;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
lunes 17 de febrero de 2020;CL 57 13;464.395.940.000.009,00;-740.645.563.989.999;0:01:00;1:31:00;ME-37;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
lunes 17 de febrero de 2020;CL 6D 88D 59;4.648.068,00;-74.156.481;0:03:00;2:16:00;ME-46;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes 17 de febrero de 2020;CL 36J SUR 3A 23 ESTE;455.582.036.300.007,00;-740.929.974.199.999;0:08:00;1:13:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
lunes 17 de febrero de 2020;KR 2 1;458.181.606.400.007,00;-740.785.147.319.999;0:03:00;3:10:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;500;500;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes 17 de febrero de 2020;CL 52B SUR 4 ESTE;453.834.754.500.008,00;-740.948.658.269.999;0:08:00;1:39:00;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;10;PARQUE ENTRE NUBES;1.1.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
lunes 17 de febrero de 2020;CL 57R SUR 19B 32;459.540.153.800.009,00;-74.182.474.538;0:05:00;0:41:00;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes 18 de febrero de 2020;KR 80 10;464.484.035.400.005,00;-741.427.960.339.999;0:14:00;4:09:00;ME-46;CT-6;;;;;;2;;;;;;;2;5;;7;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;300;60000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;KR 27 12B SUR;459.395.775.466.463,00;-741.043.823.081.035;0:12:00;0:41:00;X-32;;;;;;;1;;;;;;;1;6;;7;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;KR 116 22;468.662.052.900.004,00;-741.504.492.989.999;0:06:00;1:16:00;MLI01;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;150;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;KR 71C 68A 25 SUR;458.341.863.600.009,00;-741.634.637.839.999;0:07:00;1:36:00;ME-40;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;CL 45A SUR 77Q 49;460.897.505.200.006,00;-741.628.427.899.999;0:08:00;1:33:00;ME-46;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;60000;RESERVA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;DG 73F SUR 73G;4.607.431;-74.201.232;0:13:00;7:02:00;ME-16;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MÁS DE 5000 MTS/2;1.3.3.1 VEGETACIÓN NATIVA;;;;;63000;270000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;"TV 53 14 64 SUR 
";46.122.025.728.713,00;-741.224.174.756.181;0:15:00;5:12:00;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;CL 11 SUR 1 ESTE;457.551;-74.082.775;0:13:00;2:16:00;ME-38;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;400;CERROS ORIENTALES;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 18 de febrero de 2020;CL 20 SUR 10C 14 ESTE;456.855.811.300.005,00;-740.816.807.939.999;0:11:00;3:32:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;;;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
