FECHA DEL;DIRECCIÓN;Latitud;Longitud;Tiempo de;Tiempo tot;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECU;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE S;SUBCLASE D;TIPO SUBCL;USO DE LA;CLASE DE U;SUBCLASE_1;CLASE DE V;SUBCLASE_2;ÁREA AFEC;ÁREA EXPU;ORIGEN DE;CAUSAS;Población;Poblaci�_1;Poblaci�_2;Poblaci�_3;Poblaci�_4;Poblaci�_5;Poblaci�_6;Poblaci�_7;Rescatados;Rescatad_1;Rescatad_2;Rescatad_3;Heridos Ho;Heridos Mu;Heridos Ni;Heridos _1;Sin signos;Sin sign_1;Sin sign_2;Sin sign_3;NVA CLASIF;NAME CLAS
"martes, 19 de mayo de 2020";KR 89    155    45;"4.750076000000000";"-74.078914999999995";0:05:00;0:47:00;X-37;ME-32;;;;;;"2";;;;;;;"1";"5";;"6";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"miércoles, 20 de mayo de 2020";CL 68B   SUR 81C    7;"4.610757836000000";"-74.192157129999998";0:09:00;2:45:00;ME-06;;;;;;;"1";;;;;;"1";"1";"3";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.11  REACCION QUIMICA EXOTERMICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 20 de mayo de 2020";CL 124    22    37;"4.704279711000000";"-74.052727239999996";0:08:16;2:22:23;ME-17;CT-10;;;;;;"2";;;;;;"1";;"7";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;"1";"1";;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 20 de mayo de 2020";KR 7    28    0;"4.637238000000000";"-74.063213000000005";0:07:40;2:02:35;ME-38;;;;;;;"1";;;;;;;"2";"2";;"4";1. INCENDIOS;1.5 TÚNELES;1.5.1 TÚNEL PEATONAL;;;;;;;;;"1.5.1.13  OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.1;1.1.1 Sótanos
"jueves, 21 de mayo de 2020";KR 75    25B    10;"4.668317651000000";"-74.117247239999998";0:09:00;1:56:00;ME-03;CT-08;;;;;;"2";;;;;;"1";"1";"4";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 22 de mayo de 2020";KR 14    31    56 SUR;"4.578061000000000";"-74.109638000000004";0:05:54;1:05:09;ME-30;CT-12;;;;;;"2";;;;;;"1";;"6";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"viernes, 22 de mayo de 2020";CL 41   SUR 91A    9;"4.641005000000000";"-74.171975000000003";0:08:57;0:44:07;ME-46;CT-06;;;;;;"2";;;;;;;"1";"6";;"7";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.8 TRICICLO;;;1.2.1.11  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"viernes, 22 de mayo de 2020";CL 64C    103A    4;"4.696101000000000";"-74.124025000000003";0:12:59;0:45:15;ME-48;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.3 MOTOCICLETA;;;"1.2.3.3  OTRAS, CUAL, DESCRIBALA";PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"sábado, 23 de mayo de 2020";KR 99B    72    47 SUR;"4.634797000000000";"-74.204396000000003";0:07:04;2:58:06;ME-06;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 24 de mayo de 2020";KR 100    16I    41;"4.672448000000000";"-74.146727999999996";0:00:35;0:30:25;ME-03;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
"domingo, 24 de mayo de 2020";KR 17    173    52;"4.754190228000000";"-74.037873140000002";0:05:05;1:01:36;ME-17;CT-10;X-38;;;;;"3";;;;;;"1";"2";"7";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"lunes, 25 de mayo de 2020";AC 19    28;"4.618879000000000";"-74.074295000000006";0:06:00;2:46:00;ME-21;CT-11;X-43;;;;;"3";;;;;;"3";"2";"5";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.4.2;1.4.2 Centros multimodales
"martes, 26 de mayo de 2020";KR 80B    6B    75;"4.637469000000000";"-74.149615999999995";0:11:55;2:52:40;ME-46;ME-16;CT-06;;;;;"3";;;;;;;"1";"9";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 27 de mayo de 2020";AK 50    5    65;"4.620459980000000";"-74.111945480000003";0:03:43;0:55:01;X-39;MM-01;ME-34;;;;;"3";;;;;;"2";"1";"9";;"12";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;"5";"5";"1";"1";"5";"5";"1";"1";;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 27 de mayo de 2020";;"4.519870000000000";"-74.093631999999999";0:13:13;2:04:22;ME-36;X-35;;;;;;"2";;;;;;"1";"1";"6";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.3;1.1.3 Estructuras Residenciales No Formales
"miércoles, 27 de mayo de 2020";TV  81B    34A    79 SUR;"4.633884899000000";"-74.157998210000002";0:03:55;1:54:05;MA-04;CT-06;ME-46;ME-16;;;;"4";;;;;;;"3";"8";;"11";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.9  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"miércoles, 27 de mayo de 2020";CL 141    7B    50;"4.718237000000000";"-74.030852999999993";0:07:00;1:39:00;ME-17;X-38;CT-10;;;;;"3";;;;;;"2";"1";"7";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 28 de mayo de 2020";CL 48Q   SUR 1    33;"4.546589000000000";"-74.104072000000002";0:08:22;4:17:00;ME-36;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.1 BUS;;;1.2.3.1  LLAMA ABIERTA;PROVOCADA;"2";;;;"2";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 28 de mayo de 2020";KR 5B    81    63 SUR;"4.509159000000000";"-74.108535000000003";0:05:00;0:38:00;ME-31;CT-02;;;;;;"2";;;;;;"1";"2";"2";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";"1";"1";"1";"1";"1";"1";;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 29 de mayo de 2020";CL 6 BIS   79C    68;"4.635083730000000";"-74.151181179999995";0:10:10;1:32:10;CT-06;;;;;;;"1";;;;;;;;"2";;"2";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.3 MOTOCICLETA;;;"1.2.1.14  OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"viernes, 29 de mayo de 2020";KR 11C    2    57 SUR;"4.588283146000000";"-74.089010799999997";0:06:11;1:57:18;ME-30;CT-12;X-32;;;;;"3";;;;;"1";"1";"1";"4";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"domingo, 31 de mayo de 2020";CL 89A   SUR 6F    21 ESTE;"4.501331976000001";"-74.101123779999995";0:04:40;1:40:10;ME-06;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"lunes, 1 de junio de 2020";KR 68    53;"4.656659000000000";"-74.100449999999995";0:03:00;0:50:00;ME-29;CT-04;;;;;;"0";;;;;;"1";"1";"7";;"9";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.4.1 INDETERMINADA;INDETERMINADA;"2";;;;"2";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 2 de junio de 2020";CL 187    17C;"4.764559711000000";"-74.038871760000006";0:07:50;2:28:05;ME-17;CT-10;X-38;;;;;"0";;;;;;"2";"1";"6";;"9";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 2 de junio de 2020";CL 162    7F    12;"4.737830000000000";"-74.025497999999999";0:06:09;0:57:03;ME-17;CT-10;X-38;;;;;"0";;;;;;;"2";"8";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;"1";;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"martes, 2 de junio de 2020";CL 14A    123    53;"4.682799000000000";"-74.168665000000004";0:07:49;1:15:44;CT-08;MLI01;;;;;;"0";;;;;;"1";"1";"5";;"7";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.11  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"miércoles, 3 de junio de 2020";CL 68A BIS  SUR 49A    2;"4.577855000000000";"-74.156902000000002";0:07:01;2:00:44;ME-36;X-19;;;;;;"0";;;;;"1";"1";"1";"4";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.8  FALLA EN APARATO ELECTRONICO;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 3 de junio de 2020";CL 23C    69F    65;"4.657510000000000";"-74.115765999999994";0:06:00;2:59:00;ME-34;MM01;X-28;;;;;"0";;;;;;;"2";"8";;"11";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 3 de junio de 2020";CL 98    9    24;"4.680155000000000";"-74.042428000000001";0:09:00;2:13:00;MA-03;;;;;;;"0";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 4 de junio de 2020";KR 123    14B    46;"4.682344689000000";"-74.165817680000004";0:06:20;1:08:40;MLI01;CT-08;;;;;;"0";;;;;;;"2";"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 5 de junio de 2020";KR 8    20    0 SUR;"4.573150398000000";"-74.094028460000004";0:06:32;1:53:14;ME-41;;;;;;;"0";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 5 de junio de 2020";CL 69A    72    75;"4.686805000000000";"-74.101039999999998";0:07:04;2:46:23;ME-16;CT-04;;;;;;"0";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 5 de junio de 2020";CL 22D    120    60;"4.690389000000000";"-74.152130000000000";0:01:37;3:44:06;MLI01;CT-08;;;;;;"0";;;;;;"2";;"6";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"viernes, 5 de junio de 2020";CL 128    86B    14;"4.719352000000000";"-74.085752999999997";0:21:46;2:01:46;ME-06;;;;;;;"0";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 5 de junio de 2020";AK 45    153    1;"4.742723000000000";"-74.047389999999993";0:05:08;0:48:35;ME-20;CT-05;X-40;;;;;"0";;;;;;"1";"1";"10";;"12";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"sábado, 6 de junio de 2020";KR 27    3    1;"4.601574014000000";"-74.097807029999998";0:05:16;0:46:22;ME-21;UR-01;;;;;;"0";;;;;;"1";"1";"6";;"8";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"lunes, 8 de junio de 2020";CL 10    16    74;"4.602971744000000";"-74.084379229999996";0:04:29;5:41:07;ME-21;UR-01;CT-11;MA-02;;;;"0";;;;;;"1";"2";"10";;"13";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"2";"1";;;"2";"1";;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"lunes, 8 de junio de 2020";KR 102    154    30;"4.754133835000000";"-74.089704359999999";0:05:48;1:59:10;ME-06;;;;;;;"0";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"lunes, 8 de junio de 2020";CL 55    76    55;"4.677114682000000";"-74.109179979999993";0:08:33;2:42:19;ME-29;CT-04;X-33;;;;;"0";;;;;"1";"1";"1";"5";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;"3";"2";;;"3";"2";;;;;;;"1";"2";;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 9 de junio de 2020";CL 63 BIS   70A    0;"4.671195000000000";"-74.100594999999998";0:09:08;0:46:27;ME-29;CT-04;;;;;;"0";;;;;;;"1";"6";;"7";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;"1.2.3.3 OTRAS, CUAL, DESCRIBALA";PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 9 de junio de 2020";KR 51    66A    25;"4.663565538000000";"-74.078567269999994";0:16:04;1:38:03;CT-04;ME-29;;;;;;"0";;;;;;"1";;"5";;"6";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 9 de junio de 2020";KR 29    68    38;"4.662540772000000";"-74.074269920000006";0:01:54;1:00:50;ME-29;CT-04;;;;;;"0";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.17 SERVICIOS AUTOMOTRICES Y DE VENTAS DE COMBUSTIBLE;1.1.17.4 TALLERES DE MECÁNICA Y ELECTROMECANICA;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 9 de junio de 2020";KR 87A    145    50;"4.738039974000000";"-74.083533369999998";0:03:56;1:20:32;ME-06;;;;;;;"0";;;;;;;"1";"3";;"4";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.3 CHISPAS ELECTRICAS;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 9 de junio de 2020";CL 35C   SUR 26C    48;"4.585995919000000";"-74.120859999999993";0:13:39;1:03:28;ME-44;X-32;;;;;;"0";;;;;;"1";"1";"4";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";"3";;"1";"1";"3";;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
"martes, 9 de junio de 2020";CL 76B BIS  SUR 16F    30;"4.537578000000000";"-74.134096000000000";0:08:13;1:13:13;ME-35;;;;;;;"0";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 10 de junio de 2020";AC 100    8;"4.680543000000000";"-74.039056000000002";0:08:00;0:45:00;ME-03;;;;;;;"0";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"miércoles, 10 de junio de 2020";KR 11    5;"4.594745000000000";"-74.082559000000003";0:02:00;3:33:00;ME-21;MA-02;CT-11;X-43;;;;"0";;;;;;"1";"2";"9";;"12";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"6";"6";;;"6";"6";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 11 de junio de 2020";KR 27 52F SUR;"4.578778000000000";"-74.136574999999993";0:05:30;0:50:28;ME-35;;;;;;;"0";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 11 de junio de 2020";CL 67 118B 1;"4.713927000000000";"-74.137827000000001";0:07:18;0:37:44;ME-48;CT-09;;;;;;"0";;;;;;"1";"1";"4";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.13.4 RESTAURANTES;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"2";;;;"2";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 11 de junio de 2020";AK 30 45;"4.634744000000000";"-74.079325999999995";0:09:00;1:58:00;ME-03;ME-45;;;;;;"0";;;;;;"1";"1";"7";;"9";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.1 BUS;;;1.2.1.11  LLAMA ABIERTA;PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 11 de junio de 2020";TV 13A BIS 32C 8 SUR;"4.573602577000000";"-74.113321330000005";0:08:25;1:03:55;ME-44;;;;;;;"0";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"lunes, 15 de junio de 2020";KR 83    65A    57 SUR;"4.614834599000000";"-74.191378639999996";0:11:53;1:01:51;ME-27;;;;;;;"0";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;PROVOCADA;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 16 de junio de 2020";CL 2    93B    30;"4.648403000000000";"-74.165969000000004";0:07:38;1:06:12;ME-46;CT-06;;;;;;"0";;;;;;;"1";"6";;"7";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.8 TRICICLO;;;"1.2.3.3 OTRAS, CUAL, DESCRIBALA";PROVOCADA;;;;;;;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"miércoles, 17 de junio de 2020";KR 14    50    1 SUR;"4.567727430000000";"-74.126464270000000";0:06:43;1:38:43;ME-36;;;;;;;"0";;;;;;;;"4";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"jueves, 18 de junio de 2020";TV 13K    45F    4 SUR;"4.570019514000000";"-74.123328380000004";0:08:55;0:46:56;ME-30;;;;;;;"0";;;;;;;"1";"5";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.11 REACCION QUIMICA EXOTERMICA;ACCIDENTAL;"3";"1";"1";;"3";"1";"1";;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 20 de junio de 2020";CL 76 BIS  SUR 13F    78 ESTE;"4.513802515000000";"-74.091153480000003";0:12:54;2:10:08;ME-31;;;;;;;"0";;;;;;;"2";"3";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;"1";;;;;;;1.1.2;1.1.2 Estructuras Formales
